Year,half-marathon time,marathon time
2008,1:54:14,03:27:31
2008,1:54:15,03:54:02
2008,1:54:16,05:22:35
2008,1:54:16,04:56:14
2008,1:54:16,04:40:29
2008,1:54:16,04:08:18
2008,1:54:17,03:58:18
2008,1:54:19,04:14:22
2008,1:54:20,03:20:18
2008,1:54:21,04:25:33
2008,1:54:21,04:11:19
2008,1:54:22,04:45:45
2008,1:54:22,04:25:31
2008,1:54:22,04:27:50
2008,1:54:23,03:56:47
2008,1:54:23,03:56:26
2008,1:54:24,04:31:06
2008,1:54:27,04:15:12
2008,1:54:28,04:35:51
2008,1:54:28,04:32:10
2008,1:54:29,04:05:36
2008,1:54:32,04:18:09
2008,1:54:34,04:22:17
2008,1:54:34,03:59:38
2008,1:54:34,03:45:09
2008,1:54:35,04:33:18
2008,1:54:35,04:16:04
2008,1:54:37,04:54:46
2008,1:54:37,04:44:08
2008,1:54:38,04:20:46
2008,1:54:38,04:16:08
2008,1:54:38,04:02:49
2008,1:54:45,04:32:26
2008,1:54:45,03:39:12
2008,1:54:46,04:32:22
2008,1:54:46,04:27:49
2008,1:54:47,04:20:00
2008,1:54:48,04:26:53
2008,1:54:48,04:09:48
2008,1:54:48,03:51:53
2008,1:54:49,03:55:13
2008,1:54:51,04:16:27
2008,1:54:51,04:11:36
2008,1:54:51,04:08:37
2008,1:54:51,03:58:57
2008,1:54:58,04:44:06
2008,1:54:59,04:17:56
2008,1:55:03,04:34:24
2008,1:55:03,04:20:52
2008,1:55:03,04:16:04
2008,1:55:03,03:57:15
2008,1:55:04,04:12:55
2008,1:55:04,04:03:12
2008,1:55:05,05:28:42
2008,1:55:06,04:39:20
2008,1:55:06,04:02:57
2008,1:55:07,04:07:26
2008,1:55:08,04:19:21
2008,1:55:11,04:29:13
2008,1:55:13,04:19:42
2008,1:55:14,05:07:29
2008,1:55:17,04:42:28
2008,1:55:17,03:57:42
2008,1:55:17,03:43:55
2008,1:55:18,04:12:54
2008,1:55:19,04:19:16
2008,1:55:21,05:11:10
2008,1:55:21,04:32:02
2008,1:55:21,03:56:05
2008,1:55:25,04:57:33
2008,1:55:28,04:50:49
2008,1:55:28,04:40:59
2008,1:55:28,04:26:30
2008,1:55:28,04:11:29
2008,1:55:28,03:38:53
2008,1:55:29,04:37:31
2008,1:55:29,04:16:27
2008,1:55:30,04:04:52
2008,1:55:31,04:12:09
2008,1:55:33,04:33:11
2008,1:55:33,03:32:07
2008,1:55:34,05:12:44
2008,1:55:34,04:52:14
2008,1:55:35,04:00:01
2008,1:55:39,04:22:10
2008,1:55:42,04:20:52
2008,1:55:42,04:08:55
2008,1:55:43,04:17:43
2008,1:55:44,04:20:43
2008,1:55:44,04:04:35
2008,1:55:45,04:01:22
2008,1:55:46,03:51:26
2008,1:55:47,03:58:23
2008,1:55:48,04:31:11
2008,1:55:51,04:16:37
2008,1:55:51,04:16:29
2008,1:55:52,04:20:52
2008,1:55:54,04:38:12
2008,1:55:54,04:18:17
2008,1:55:57,04:30:54
2008,1:55:59,05:21:40
2008,1:55:59,04:41:01
2008,1:55:59,04:23:22
2008,1:56:00,03:33:22
2008,1:56:03,04:08:54
2008,1:56:04,04:13:17
2008,1:56:04,04:08:47
2008,1:56:05,04:21:07
2008,1:56:06,04:25:53
2008,1:56:07,04:48:27
2008,1:56:09,04:13:37
2008,1:56:11,04:57:57
2008,1:56:11,04:16:32
2008,1:56:12,04:12:05
2008,1:56:14,04:47:53
2008,1:56:14,04:04:03
2008,1:56:14,03:59:43
2008,1:56:15,04:28:35
2008,1:56:17,04:24:06
2008,1:56:18,04:30:27
2008,1:56:22,04:10:07
2008,1:56:22,03:34:55
2008,1:56:23,04:45:36
2008,1:56:23,04:25:18
2008,1:56:25,04:38:41
2008,1:56:28,04:43:16
2008,1:56:28,04:07:53
2008,1:56:31,04:42:09
2008,1:56:31,04:03:51
2008,1:56:32,04:46:57
2008,1:56:32,04:36:16
2008,1:56:32,04:24:29
2008,1:56:33,04:08:55
2008,1:56:33,03:58:58
2008,1:56:34,04:18:36
2008,1:56:36,04:27:00
2008,1:56:38,04:00:10
2008,1:56:40,04:09:22
2008,1:56:42,04:10:32
2008,1:56:42,03:32:37
2008,1:56:43,04:09:53
2008,1:56:44,04:53:52
2008,1:56:44,04:17:29
2008,1:56:44,04:11:42
2008,1:56:44,04:01:21
2008,1:56:45,04:31:07
2008,1:56:45,04:16:11
2008,1:56:46,04:49:52
2008,1:56:46,04:25:51
2008,1:56:47,04:17:21
2008,1:56:50,04:05:45
2008,1:56:50,03:19:32
2008,1:56:53,04:35:28
2008,1:56:56,04:13:31
2008,1:56:56,04:20:53
2008,1:57:01,04:54:24
2008,1:57:01,04:11:39
2008,1:57:02,04:25:53
2008,1:57:05,04:21:27
2008,1:57:05,04:21:28
2008,1:57:05,03:44:59
2008,1:57:06,04:55:00
2008,1:57:06,04:49:45
2008,1:57:08,04:43:17
2008,1:57:08,04:09:06
2008,1:57:08,04:02:55
2008,1:57:08,04:02:54
2008,1:57:10,03:49:53
2008,1:57:11,04:07:55
2008,1:57:13,04:12:32
2008,1:57:14,04:34:51
2008,1:57:14,04:28:46
2008,1:57:14,04:12:26
2008,1:57:14,04:06:57
2008,1:57:14,03:42:39
2008,1:57:14,03:30:36
2008,1:57:15,04:42:53
2008,1:57:15,04:42:58
2008,1:57:15,04:19:07
2008,1:57:19,03:54:14
2008,1:57:19,03:50:25
2008,1:57:24,04:24:57
2008,1:57:25,03:53:56
2008,1:57:26,04:11:51
2008,1:57:26,03:29:20
2008,1:57:27,04:31:42
2008,1:57:27,04:11:52
2008,1:57:28,04:51:56
2008,1:57:29,04:07:55
2008,1:57:33,04:11:23
2008,1:57:34,04:20:54
2008,1:57:34,04:17:04
2008,1:57:36,03:59:49
2008,1:57:37,04:42:19
2008,1:57:37,04:18:13
2008,1:57:39,04:15:53
2008,1:57:40,04:28:55
2008,1:57:41,04:44:00
2008,1:57:41,04:39:02
2008,1:57:41,04:26:10
2008,1:57:41,04:26:10
2008,1:57:41,04:18:29
2008,1:57:44,04:37:21
2008,1:57:44,04:14:54
2008,1:57:45,05:00:46
2008,1:57:46,04:53:04
2008,1:57:50,04:40:46
2008,1:57:51,04:29:23
2008,1:57:51,04:11:57
2008,1:57:52,04:22:38
2008,1:57:52,04:21:44
2008,1:57:52,04:11:24
2008,1:57:52,04:01:46
2008,1:57:53,04:30:33
2008,1:57:53,04:15:33
2008,1:57:53,03:22:14
2008,1:57:57,04:33:03
2008,1:57:57,04:12:06
2008,1:58:01,04:31:12
2008,1:58:01,04:21:06
2008,1:58:03,04:12:50
2008,1:58:04,04:36:23
2008,1:58:04,04:24:10
2008,1:58:06,05:23:29
2008,1:58:06,04:38:36
2008,1:58:07,04:29:25
2008,1:58:08,04:32:08
2008,1:58:08,04:24:14
2008,1:58:09,04:03:42
2008,1:58:12,04:25:32
2008,1:58:13,04:37:57
2008,1:58:13,04:43:45
2008,1:58:14,04:40:37
2008,1:58:15,04:20:30
2008,1:58:16,03:55:44
2008,1:58:17,04:47:47
2008,1:58:17,03:55:50
2008,1:58:19,04:24:13
2008,1:58:19,04:24:36
2008,1:58:20,04:39:14
2008,1:58:20,04:42:25
2008,1:58:22,04:45:24
2008,1:58:22,04:12:39
2008,1:58:23,04:26:17
2008,1:58:24,05:12:10
2008,1:58:24,04:24:39
2008,1:58:24,03:57:52
2008,1:58:25,04:57:03
2008,1:58:25,04:37:42
2008,1:58:25,04:27:29
2008,1:58:26,04:28:23
2008,1:58:27,04:32:59
2008,1:58:28,04:51:35
2008,1:58:29,04:42:00
2008,1:58:29,04:30:30
2008,1:58:29,04:23:18
2008,1:58:30,04:24:20
2008,1:58:31,03:59:03
2008,1:58:34,04:29:22
2008,1:58:35,04:26:31
2008,1:58:35,04:29:22
2008,1:58:39,05:01:50
2008,1:58:40,04:25:36
2008,1:58:40,04:16:31
2008,1:58:41,04:26:28
2008,1:58:41,03:58:33
2008,1:58:41,03:50:42
2008,1:58:42,04:26:27
2008,1:58:42,04:21:24
2008,1:58:43,04:15:07
2008,1:58:46,04:39:17
2008,1:58:48,03:54:01
2008,1:58:49,04:46:38
2008,1:58:49,04:26:20
2008,1:58:50,04:24:15
2008,1:58:51,04:37:51
2008,1:58:51,03:58:39
2008,1:58:52,04:20:17
2008,1:58:53,04:26:25
2008,1:58:56,04:47:06
2008,1:58:56,04:34:53
2008,1:58:56,04:16:21
2008,1:58:57,04:46:24
2008,1:58:59,04:42:41
2008,1:58:59,03:57:18
2008,1:59:01,04:33:05
2008,1:59:03,05:03:08
2008,1:59:03,04:24:56
2008,1:59:03,04:00:08
2008,1:59:05,04:11:42
2008,1:59:07,04:02:16
2008,1:59:08,04:39:16
2008,1:59:08,04:18:24
2008,1:59:08,04:12:26
2008,1:59:08,04:11:36
2008,1:59:09,04:22:17
2008,1:59:09,04:25:57
2008,1:59:10,04:31:01
2008,1:59:11,04:47:06
2008,1:59:11,04:26:41
2008,1:59:11,04:15:51
2008,1:59:13,04:08:02
2008,1:59:13,03:54:00
2008,1:59:14,05:01:06
2008,1:59:14,04:15:30
2008,1:59:15,04:37:32
2008,1:59:15,03:41:48
2008,1:59:17,04:19:34
2008,1:59:18,04:32:47
2008,1:59:18,04:26:36
2008,1:59:19,03:59:29
2008,1:59:20,05:00:25
2008,1:59:20,03:38:15
2008,1:59:21,04:36:26
2008,1:59:22,04:41:59
2008,1:59:22,04:42:38
2008,1:59:22,04:14:20
2008,1:59:25,04:46:47
2008,1:59:25,04:09:28
2008,1:59:26,04:18:13
2008,1:59:27,04:21:53
2008,1:59:27,04:19:48
2008,1:59:27,03:46:59
2008,1:59:28,04:20:32
2008,1:59:32,04:15:16
2008,1:59:33,04:11:02
2008,1:59:33,03:29:03
2008,1:59:37,04:21:15
2008,1:59:39,04:22:53
2008,1:59:40,04:43:29
2008,1:59:41,04:48:04
2008,1:59:42,04:32:42
2008,1:59:42,04:16:24
2008,1:59:43,04:40:38
2008,1:59:47,04:28:25
2008,1:59:47,03:59:00
2008,1:59:48,04:13:57
2008,1:59:48,04:02:48
2008,1:59:51,04:25:29
2008,1:59:53,04:03:09
2008,1:59:54,04:15:48
2008,1:59:54,03:52:33
2008,1:59:55,04:10:17
2008,1:59:56,04:52:21
2008,1:59:57,04:26:09
2008,1:59:58,04:25:54
2008,1:59:58,04:17:31
2008,2:00:08,04:40:01
2008,2:00:09,03:51:21
2008,2:00:09,03:43:06
2008,2:00:12,04:25:54
2008,2:00:13,04:56:56
2008,2:00:13,03:57:44
2008,2:00:14,04:29:30
2008,2:00:16,04:07:51
2008,2:00:16,03:54:41
2008,2:00:20,04:32:03
2008,2:00:20,03:46:53
2008,2:00:21,04:54:49
2008,2:00:22,03:58:42
2008,2:00:24,04:21:32
2008,2:00:25,03:32:27
2008,2:00:28,04:20:45
2008,2:00:30,04:21:09
2008,2:00:30,04:04:45
2008,2:00:30,03:41:10
2008,2:00:32,04:13:47
2008,2:00:34,04:45:43
2008,2:00:34,04:48:37
2008,2:00:36,04:45:27
2008,2:00:37,04:27:00
2008,2:00:39,04:32:04
2008,2:00:44,03:55:06
2008,2:00:46,04:10:30
2008,2:00:48,04:14:35
2008,2:00:49,04:42:50
2008,2:00:53,04:33:16
2008,2:00:54,03:45:00
2008,2:01:04,03:54:56
2008,2:01:04,03:57:53
2008,2:01:05,05:08:09
2008,2:01:05,04:45:01
2008,2:01:07,04:30:48
2008,2:01:07,04:08:38
2008,2:01:08,04:16:05
2008,2:01:12,04:36:28
2008,2:01:15,04:42:54
2008,2:01:17,04:45:59
2008,2:01:17,04:18:55
2008,2:01:20,04:28:30
2008,2:01:21,04:49:51
2008,2:01:25,04:46:25
2008,2:01:27,04:35:43
2008,2:01:28,04:59:55
2008,2:01:28,04:31:15
2008,2:01:29,04:57:05
2008,2:01:29,04:18:15
2008,2:01:31,05:07:14
2008,2:01:31,04:10:19
2008,2:01:38,04:58:20
2008,2:01:38,04:51:25
2008,2:01:40,04:12:04
2008,2:01:41,04:19:25
2008,2:01:43,04:29:55
2008,2:01:44,04:41:56
2008,2:01:46,04:25:20
2008,2:01:48,04:25:08
2008,2:01:48,04:09:57
2008,2:01:48,03:51:44
2008,2:01:49,04:18:39
2008,2:01:51,03:58:15
2008,2:01:56,04:39:14
2008,2:01:57,04:56:05
2008,2:02:00,04:29:01
2008,2:02:00,04:14:11
2008,2:02:01,05:31:23
2008,2:02:01,04:21:20
2008,2:02:01,04:14:45
2008,2:02:02,04:48:03
2008,2:02:03,05:14:43
2008,2:02:03,04:28:35
2008,2:02:05,04:58:01
2008,2:02:05,04:22:31
2008,2:02:10,04:30:52
2008,2:02:11,04:52:36
2008,2:02:16,04:59:02
2008,2:02:18,04:16:43
2008,2:02:18,04:08:59
2008,2:02:20,04:04:16
2008,2:02:21,04:52:17
2008,2:02:21,04:41:31
2008,2:02:24,04:47:17
2008,2:02:24,03:58:24
2008,2:02:29,04:23:21
2008,2:02:29,04:21:21
2008,2:02:32,03:29:35
2008,2:02:34,04:12:56
2008,2:02:35,05:34:28
2008,2:02:35,04:30:04
2008,2:02:36,04:48:17
2008,2:02:36,03:34:00
2008,2:02:39,04:17:30
2008,2:02:42,04:38:14
2008,2:02:42,04:08:14
2008,2:02:42,04:09:14
2008,2:02:44,04:45:23
2008,2:02:45,04:36:24
2008,2:02:46,03:36:32
2008,2:02:47,03:52:39
2008,2:02:47,03:51:42
2008,2:02:49,05:03:42
2008,2:02:53,04:24:10
2008,2:02:54,04:45:21
2008,2:03:00,04:48:17
2008,2:03:00,04:38:48
2008,2:03:00,04:17:43
2008,2:03:01,04:38:08
2008,2:03:03,05:02:03
2008,2:03:03,04:31:17
2008,2:03:04,05:03:13
2008,2:03:06,04:16:35
2008,2:03:08,03:31:49
2008,2:03:17,05:27:11
2008,2:03:17,04:37:45
2008,2:03:17,04:23:09
2008,2:03:17,04:00:02
2008,2:03:24,04:31:48
2008,2:03:27,04:57:06
2008,2:03:27,03:35:58
2008,2:03:29,04:13:58
2008,2:03:31,04:47:20
2008,2:03:31,04:45:21
2008,2:03:33,04:32:09
2008,2:03:33,04:08:17
2008,2:03:35,04:45:10
2008,2:03:35,04:47:33
2008,2:03:37,04:25:49
2008,2:03:38,04:45:50
2008,2:03:38,04:30:23
2008,2:03:39,04:52:51
2008,2:03:39,04:09:26
2008,2:03:41,05:13:34
2008,2:03:44,04:42:35
2008,2:03:44,04:06:44
2008,2:03:46,05:07:09
2008,2:03:47,04:28:32
2008,2:03:50,04:10:22
2008,2:03:51,04:29:16
2008,2:03:53,04:32:31
2008,2:03:55,05:11:23
2008,2:03:55,04:44:39
2008,2:03:56,04:34:30
2008,2:03:58,05:06:16
2008,2:04:02,04:53:33
2008,2:04:05,05:07:06
2008,2:04:05,04:40:57
2008,2:04:05,03:39:35
2008,2:04:08,03:59:46
2008,2:04:13,05:29:59
2008,2:04:15,04:35:19
2008,2:04:15,03:55:52
2008,2:04:18,04:53:56
2008,2:04:20,04:44:50
2008,2:04:20,03:43:07
2008,2:04:21,04:36:31
2008,2:04:23,04:50:13
2008,2:04:24,05:45:53
2008,2:04:29,04:27:39
2008,2:04:32,05:10:33
2008,2:04:33,04:34:25
2008,2:04:34,04:47:54
2008,2:04:34,04:40:00
2008,2:04:43,04:22:53
2008,2:04:46,04:20:39
2008,2:04:47,04:27:18
2008,2:04:48,04:18:10
2008,2:04:52,03:58:05
2008,2:04:53,05:14:03
2008,2:04:53,05:06:21
2008,2:04:53,04:59:10
2008,2:04:55,05:10:43
2008,2:04:57,04:34:33
2008,2:04:58,04:43:24
2008,2:04:58,04:23:49
2008,2:04:59,04:50:37
2008,2:05:01,04:39:57
2008,2:05:07,04:18:02
2008,2:05:12,03:51:12
2008,2:05:18,05:38:39
2008,2:05:21,04:44:02
2008,2:05:22,04:21:24
2008,2:05:24,04:29:28
2008,2:05:26,04:39:40
2008,2:05:26,03:57:13
2008,2:05:30,05:04:01
2008,2:05:30,04:51:46
2008,2:05:30,04:32:27
2008,2:05:35,04:20:06
2008,2:05:36,04:36:40
2008,2:05:44,04:12:58
2008,2:05:44,03:56:17
2008,2:05:45,05:00:25
2008,2:05:47,04:57:44
2008,2:05:48,04:33:27
2008,2:05:49,05:02:56
2008,2:05:49,03:56:46
2008,2:05:50,04:31:10
2008,2:05:53,05:28:12
2008,2:05:53,05:14:12
2008,2:05:58,05:13:07
2008,2:05:58,04:28:35
2008,2:06:03,04:29:34
2008,2:06:04,05:16:04
2008,2:06:09,04:46:10
2008,2:06:11,05:09:10
2008,2:06:12,04:38:34
2008,2:06:13,04:50:17
2008,2:06:18,05:00:39
2008,2:06:18,05:04:04
2008,2:06:18,04:50:35
2008,2:06:19,04:41:44
2008,2:06:20,04:33:39
2008,2:06:20,04:39:03
2008,2:06:20,04:08:10
2008,2:06:21,04:38:48
2008,2:06:25,04:29:32
2008,2:06:32,04:06:20
2008,2:06:38,04:34:10
2008,2:06:38,04:28:05
2008,2:06:44,04:18:56
2008,2:06:45,04:26:42
2008,2:06:46,04:44:15
2008,2:06:48,04:33:41
2008,2:06:49,04:23:44
2008,2:06:50,05:04:07
2008,2:06:51,04:37:43
2008,2:06:51,03:49:04
2008,2:06:54,04:34:10
2008,2:06:57,04:43:38
2008,2:07:00,04:49:46
2008,2:07:04,04:48:11
2008,2:07:06,04:50:46
2008,2:07:06,03:42:44
2008,2:07:16,04:47:01
2008,2:07:17,05:07:53
2008,2:07:26,05:03:02
2008,2:07:27,04:44:07
2008,2:07:28,05:11:10
2008,2:07:30,04:49:22
2008,2:07:30,04:30:10
2008,2:07:30,03:44:51
2008,2:07:32,03:53:54
2008,2:07:33,04:36:27
2008,2:07:33,04:23:29
2008,2:07:33,04:12:18
2008,2:07:34,04:50:53
2008,2:07:34,04:27:58
2008,2:07:42,04:52:56
2008,2:07:51,04:57:44
2008,2:07:51,04:39:43
2008,2:07:54,04:59:32
2008,2:07:56,04:37:06
2008,2:07:57,04:30:05
2008,2:08:00,04:44:24
2008,2:08:07,04:39:13
2008,2:08:07,04:18:12
2008,2:08:10,04:24:40
2008,2:08:11,05:23:15
2008,2:08:14,04:27:46
2008,2:08:18,05:13:21
2008,2:08:19,04:42:33
2008,2:08:21,04:18:29
2008,2:08:23,04:33:16
2008,2:08:28,04:58:06
2008,2:08:28,04:15:53
2008,2:08:28,04:15:53
2008,2:08:38,04:43:08
2008,2:08:45,05:01:28
2008,2:08:46,04:39:15
2008,2:08:47,04:19:35
2008,2:08:48,04:54:56
2008,2:08:51,04:07:05
2008,2:08:57,05:39:07
2008,2:08:57,03:48:41
2008,2:08:58,04:38:48
2008,2:09:01,04:27:08
2008,2:09:04,05:15:39
2008,2:09:11,05:08:20
2008,2:09:11,04:55:35
2008,2:09:15,04:49:12
2008,2:09:17,03:57:41
2008,2:09:18,04:06:51
2008,2:09:21,04:14:57
2008,2:09:22,04:10:26
2008,2:09:29,04:26:12
2008,2:09:31,04:34:07
2008,2:09:31,03:58:09
2008,2:09:34,04:36:48
2008,2:09:35,05:09:31
2008,2:09:37,04:45:00
2008,2:09:40,04:43:29
2008,2:09:57,05:02:19
2008,2:10:03,04:11:20
2008,2:10:08,05:26:43
2008,2:10:11,04:36:04
2008,2:10:11,04:09:25
2008,2:10:13,05:06:13
2008,2:10:25,05:01:42
2008,2:10:26,05:08:14
2008,2:10:33,05:16:53
2008,2:10:39,05:01:04
2008,2:10:40,04:51:34
2008,2:10:41,04:45:32
2008,2:10:44,03:50:09
2008,2:10:45,05:09:48
2008,2:10:47,04:30:46
2008,2:10:48,05:00:56
2008,2:10:48,04:56:40
2008,2:10:50,04:54:30
2008,2:10:51,04:50:00
2008,2:10:52,04:39:46
2008,2:10:59,04:28:44
2008,2:11:05,04:56:30
2008,2:11:06,05:35:28
2008,2:11:08,04:58:02
2008,2:11:12,05:25:20
2008,2:11:13,04:13:43
2008,2:11:17,05:24:08
2008,2:11:21,05:35:32
2008,2:11:32,04:58:36
2008,2:11:34,04:53:32
2008,2:11:39,04:30:30
2008,2:11:41,05:09:04
2008,2:11:46,04:20:13
2008,2:11:56,05:17:41
2008,2:11:59,04:00:49
2008,2:12:00,04:57:30
2008,2:12:01,04:31:23
2008,2:12:02,04:49:07
2008,2:12:06,05:02:36
2008,2:12:24,05:19:33
2008,2:12:24,03:56:43
2008,2:12:28,04:29:28
2008,2:12:36,05:35:54
2008,2:12:39,04:52:43
2008,2:12:43,05:36:12
2008,2:12:47,04:24:09
2008,2:12:51,05:02:44
2008,2:12:52,04:59:03
2008,2:12:53,04:43:24
2008,2:12:55,04:43:36
2008,2:12:58,04:51:10
2008,2:13:01,04:52:29
2008,2:13:01,03:47:17
2008,2:13:02,04:57:49
2008,2:13:02,04:46:45
2008,2:13:20,04:58:03
2008,2:13:20,04:52:03
2008,2:13:23,04:58:20
2008,2:13:25,05:02:03
2008,2:13:32,04:01:43
2008,2:13:33,04:38:28
2008,2:13:35,04:58:27
2008,2:13:44,04:29:32
2008,2:13:47,05:33:32
2008,2:13:49,05:28:24
2008,2:13:49,05:11:56
2008,2:14:01,04:33:39
2008,2:14:03,04:03:47
2008,2:14:07,05:10:17
2008,2:14:08,05:04:41
2008,2:14:13,05:09:39
2008,2:14:14,03:53:40
2008,2:14:15,04:52:19
2008,2:14:18,04:42:22
2008,2:14:22,04:11:04
2008,2:14:36,04:41:21
2008,2:14:43,05:07:33
2008,2:14:44,05:07:54
2008,2:14:46,04:26:00
2008,2:14:49,03:54:31
2008,2:14:52,05:28:14
2008,2:14:52,04:34:51
2008,2:14:52,03:51:07
2008,2:14:56,05:14:56
2008,2:14:58,03:59:26
2008,2:15:01,05:14:30
2008,2:15:02,05:52:32
2008,2:15:02,04:08:25
2008,2:15:03,05:20:28
2008,2:15:06,05:14:59
2008,2:15:13,05:33:54
2008,2:15:15,05:38:58
2008,2:15:16,04:30:28
2008,2:15:20,05:12:26
2008,2:15:21,05:01:19
2008,2:15:21,05:01:25
2008,2:15:30,04:54:58
2008,2:15:30,04:52:40
2008,2:15:35,03:58:56
2008,2:15:35,03:58:56
2008,2:15:44,05:01:01
2008,2:15:46,05:29:29
2008,2:15:46,04:44:38
2008,2:15:48,04:38:12
2008,2:16:07,04:39:03
2008,2:16:09,04:09:58
2008,2:16:12,05:14:53
2008,2:16:28,03:57:15
2008,2:16:29,05:02:00
2008,2:16:37,05:04:11
2008,2:16:44,05:31:45
2008,2:16:50,05:14:12
2008,2:16:55,05:11:10
2008,2:17:07,05:20:46
2008,2:17:10,04:32:45
2008,2:17:26,05:03:08
2008,2:17:28,05:16:32
2008,2:17:39,04:05:04
2008,2:17:40,05:26:42
2008,2:17:42,04:27:33
2008,2:17:44,05:23:39
2008,2:17:47,05:10:50
2008,2:18:12,05:15:58
2008,2:18:21,05:14:42
2008,2:18:25,04:34:21
2008,2:18:27,05:14:43
2008,2:18:29,04:43:49
2008,2:18:34,04:59:48
2008,2:18:42,05:16:41
2008,2:18:42,04:58:13
2008,2:18:42,04:56:54
2008,2:18:49,05:43:11
2008,2:19:06,04:22:50
2008,2:19:14,05:21:22
2008,2:19:16,05:04:40
2008,2:19:16,05:01:40
2008,2:19:18,05:09:16
2008,2:19:22,05:06:43
2008,2:19:27,05:13:51
2008,2:19:42,05:52:58
2008,2:19:42,05:13:50
2008,2:19:46,05:27:08
2008,2:19:47,05:14:54
2008,2:20:02,05:42:46
2008,2:20:09,05:02:06
2008,2:20:44,05:08:28
2008,2:20:56,05:17:48
2008,2:21:01,04:52:47
2008,2:21:14,05:20:46
2008,2:21:17,05:44:07
2008,2:21:22,05:13:42
2008,2:21:24,05:08:45
2008,2:21:32,04:10:43
2008,2:21:40,05:01:18
2008,2:21:44,04:39:05
2008,2:21:58,04:10:47
2008,2:22:05,05:33:00
2008,2:22:09,05:40:53
2008,2:22:22,05:50:09
2008,2:22:24,05:07:33
2008,2:22:24,05:00:16
2008,2:22:41,05:09:16
2008,2:22:46,05:13:33
2008,2:23:21,05:13:21
2008,2:23:32,05:47:43
2008,2:23:38,04:58:44
2008,2:24:16,05:08:19
2008,2:24:45,05:14:47
2008,2:25:13,04:59:07
2008,2:25:19,05:32:37
2008,2:25:52,05:51:01
2008,2:26:07,04:55:33
2008,2:26:13,05:17:08
2008,2:26:35,05:42:16
2008,2:26:48,05:19:09
2008,2:27:27,05:12:49
2008,2:27:39,05:04:43
2008,2:28:11,06:12:52
2008,2:28:11,04:40:02
2008,2:28:14,04:20:36
2008,2:28:42,04:27:38
2008,2:28:49,05:38:21
2008,2:29:04,04:44:29
2008,2:29:21,05:12:26
2008,2:29:21,05:12:26
2008,2:29:21,05:10:11
2008,2:29:23,05:24:40
2008,2:29:31,04:18:13
2008,2:29:35,05:04:51
2008,2:29:35,04:41:52
2008,2:29:36,05:05:14
2008,2:29:43,05:17:08
2008,2:29:43,04:59:47
2008,2:29:58,05:20:46
2008,2:31:10,04:19:54
2008,2:31:16,06:05:00
2008,2:32:03,05:53:19
2008,2:32:03,05:41:50
2008,2:32:04,05:53:21
2008,2:33:12,05:38:19
2008,2:33:54,05:35:47
2008,2:35:26,04:44:14
2008,2:38:03,06:18:42
2008,2:38:04,06:22:12
2008,2:38:30,05:50:04
2008,2:38:32,05:47:49
2008,2:43:40,06:21:21
2008,2:44:08,06:36:36
2008,2:47:09,06:23:37
2008,2:48:09,06:27:47
2008,2:55:28,06:18:44
2009,2:02:29,04:13:15
2009,1:22:00,02:54:06
2009,1:56:17,04:04:01
2009,1:45:35,03:43:48
2009,1:46:44,03:52:05
2009,1:54:16,03:16:29
2009,2:08:35,04:39:22
2009,1:56:06,03:52:45
2009,2:29:27,05:01:42
2009,1:51:15,04:46:05
2009,2:26:01,06:02:35
2009,1:21:49,02:54:55
2009,2:15:52,04:09:50
2009,1:34:20,03:34:39
2009,1:42:42,03:46:52
2009,2:22:41,04:08:18
2009,1:27:52,03:01:19
2009,1:42:29,03:26:53
2009,1:48:25,03:56:07
2009,1:39:08,04:09:44
2009,2:07:20,04:19:52
2009,1:49:26,04:39:08
2009,1:54:26,04:09:11
2009,2:17:32,04:43:55
2009,1:49:36,04:32:38
2009,1:48:22,04:08:15
2009,1:57:40,03:48:32
2009,1:49:30,04:24:46
2009,1:43:05,03:51:35
2009,1:30:23,03:30:04
2009,1:22:50,02:47:43
2009,2:02:23,04:39:32
2009,1:51:44,04:03:30
2009,1:42:46,03:55:56
2009,1:17:54,02:41:54
2009,1:54:06,04:31:33
2009,1:55:18,04:34:08
2009,2:19:58,05:38:14
2009,1:34:25,03:45:56
2009,1:34:25,04:05:24
2009,1:33:48,03:13:51
2009,2:16:34,04:42:33
2009,2:37:57,06:10:04
2009,2:01:05,04:23:00
2009,2:28:09,05:37:45
2009,1:47:48,04:01:59
2009,1:41:19,03:41:18
2009,1:59:44,04:29:08
2009,2:01:19,04:26:34
2009,1:52:11,04:06:46
2009,2:19:44,05:14:57
2009,1:56:14,04:13:22
2009,1:38:56,03:41:01
2009,1:15:42,02:45:50
2009,2:10:13,04:26:37
2009,2:26:34,05:19:29
2009,1:58:05,03:59:33
2009,1:41:51,03:50:57
2009,1:52:19,04:47:18
2009,2:01:09,03:36:44
2009,1:42:32,03:31:18
2009,1:51:44,04:15:13
2009,2:16:09,05:06:57
2009,2:19:09,04:41:18
2009,1:45:38,04:01:03
2009,1:55:50,04:31:21
2009,1:22:48,02:57:14
2009,2:01:10,04:41:21
2009,1:22:28,02:56:43
2009,2:04:58,05:35:32
2009,1:34:06,03:56:31
2009,1:51:10,03:47:34
2009,2:01:00,04:20:53
2009,1:42:53,03:22:01
2009,2:29:16,05:23:41
2009,1:37:47,03:21:06
2009,2:13:19,04:36:25
2009,1:44:04,03:46:07
2009,1:41:47,04:39:47
2009,1:41:47,05:01:28
