Year,half-marathon time,marathon time
2008,1:23:22,02:57:00
2008,1:23:22,02:56:13
2008,1:23:25,03:00:43
2008,1:23:26,03:13:46
2008,1:23:26,03:02:37
2008,1:23:29,03:00:16
2008,1:23:32,03:07:49
2008,1:23:32,02:50:52
2008,1:23:34,03:07:40
2008,1:23:37,03:19:52
2008,1:23:39,02:51:24
2008,1:23:42,02:58:48
2008,1:23:43,03:04:18
2008,1:23:45,02:53:27
2008,1:23:46,03:21:19
2008,1:23:46,03:02:48
2008,1:23:48,03:01:30
2008,1:23:48,02:56:29
2008,1:23:49,03:17:35
2008,1:23:49,03:04:24
2008,1:23:54,02:57:36
2008,1:23:55,02:58:14
2008,1:23:58,03:13:04
2008,1:24:02,02:59:02
2008,1:24:03,03:06:27
2008,1:24:04,03:46:01
2008,1:24:04,02:51:15
2008,1:24:05,03:09:23
2008,1:24:07,02:55:52
2008,1:24:08,03:54:09
2008,1:24:10,03:10:45
2008,1:24:11,02:58:10
2008,1:24:12,02:58:33
2008,1:24:13,02:58:20
2008,1:24:19,03:02:40
2008,1:24:19,03:02:30
2008,1:24:20,03:26:50
2008,1:24:21,03:07:52
2008,1:24:22,03:15:34
2008,1:24:23,03:19:53
2008,1:24:25,03:07:51
2008,1:24:27,03:13:01
2008,1:24:27,03:00:53
2008,1:24:31,03:05:47
2008,1:24:31,03:00:29
2008,1:24:33,02:59:34
2008,1:24:34,03:33:40
2008,1:24:34,02:58:29
2008,1:24:34,02:49:48
2008,1:24:36,03:06:27
2008,1:24:37,02:53:53
2008,1:24:38,03:14:48
2008,1:24:38,03:05:23
2008,1:24:40,02:58:56
2008,1:24:41,02:58:31
2008,1:24:42,02:56:56
2008,1:24:43,03:01:06
2008,1:24:45,03:01:58
2008,1:24:45,02:55:14
2008,1:24:47,03:05:27
2008,1:24:48,03:14:31
2008,1:24:48,03:03:55
2008,1:24:48,02:59:23
2008,1:24:50,03:22:39
2008,1:24:52,04:12:35
2008,1:24:54,03:26:26
2008,1:24:54,02:59:43
2008,1:24:56,03:30:20
2008,1:24:56,03:02:01
2008,1:24:56,02:59:18
2008,1:24:58,03:09:55
2008,1:25:01,03:13:17
2008,1:25:01,02:57:55
2008,1:25:03,02:59:15
2008,1:25:05,03:05:48
2008,1:25:06,03:07:49
2008,1:25:10,02:59:01
2008,1:25:11,03:21:37
2008,1:25:12,03:03:04
2008,1:25:16,03:27:30
2008,1:25:16,02:56:52
2008,1:25:17,02:51:05
2008,1:25:20,03:54:03
2008,1:25:22,02:59:10
2008,1:25:26,03:17:13
2008,1:25:26,03:10:59
2008,1:25:28,03:41:40
2008,1:25:28,03:01:50
2008,1:25:28,02:59:48
2008,1:25:30,03:32:22
2008,1:25:33,03:52:34
2008,1:25:33,03:15:24
2008,1:25:35,02:59:17
2008,1:25:36,03:14:07
2008,1:25:37,03:08:10
2008,1:25:38,03:07:55
2008,1:25:41,03:08:02
2008,1:25:48,03:05:47
2008,1:25:48,03:03:17
2008,1:25:50,03:17:39
2008,1:25:51,03:03:05
2008,1:25:56,02:59:50
2008,1:25:57,02:56:34
2008,1:25:58,03:12:44
2008,1:25:58,03:06:49
2008,1:25:59,03:11:01
2008,1:26:01,03:15:15
2008,1:26:02,03:05:15
2008,1:26:05,03:05:22
2008,1:26:07,03:01:45
2008,1:26:12,04:01:12
2008,1:26:13,03:11:11
2008,1:26:13,02:58:34
2008,1:26:17,03:15:15
2008,1:26:17,03:04:59
2008,1:26:18,03:06:46
2008,1:26:19,03:27:04
2008,1:26:20,03:10:25
2008,1:26:21,03:04:59
2008,1:26:24,03:12:33
2008,1:26:25,03:26:22
2008,1:26:28,03:12:11
2008,1:26:33,03:18:02
2008,1:26:33,03:12:27
2008,1:26:34,03:27:01
2008,1:26:35,03:11:25
2008,1:26:37,02:56:47
2008,1:26:40,03:10:46
2008,1:26:46,03:12:49
2008,1:26:47,03:17:09
2008,1:26:48,03:03:00
2008,1:26:49,03:04:06
2008,1:26:50,03:21:29
2008,1:26:53,03:15:28
2008,1:26:53,03:08:51
2008,1:26:53,03:02:13
2008,1:26:55,02:58:49
2008,1:26:56,03:06:52
2008,1:26:58,03:00:25
2008,1:26:59,03:01:14
2008,1:27:00,03:33:57
2008,1:27:04,03:12:16
2008,1:27:04,03:10:05
2008,1:27:04,03:04:37
2008,1:27:07,03:11:05
2008,1:27:11,03:59:28
2008,1:27:11,03:08:27
2008,1:27:13,03:10:41
2008,1:27:14,03:17:41
2008,1:27:15,03:15:39
2008,1:27:15,03:12:11
2008,1:27:15,03:02:02
2008,1:27:17,02:59:23
2008,1:27:20,03:29:47
2008,1:27:21,03:28:47
2008,1:27:22,03:13:05
2008,1:27:23,03:10:18
2008,1:27:23,03:08:06
2008,1:27:23,03:07:02
2008,1:27:23,03:12:43
2008,1:27:24,03:01:33
2008,1:27:25,03:08:54
2008,1:27:26,03:30:56
2008,1:27:26,03:01:56
2008,1:27:28,03:33:03
2008,1:27:28,03:10:26
2008,1:27:28,03:09:49
2008,1:27:28,03:02:28
2008,1:27:28,02:54:01
2008,1:27:29,03:05:24
2008,1:27:32,03:28:02
2008,1:27:34,04:16:02
2008,1:27:34,03:01:53
2008,1:27:37,02:58:13
2008,1:27:38,03:53:46
2008,1:27:38,03:00:52
2008,1:27:40,03:10:51
2008,1:27:41,03:28:16
2008,1:27:42,03:09:30
2008,1:27:43,03:00:40
2008,1:27:46,03:20:41
2008,1:27:46,03:16:24
2008,1:27:48,03:13:54
2008,1:27:48,03:10:14
2008,1:27:52,03:07:00
2008,1:27:53,03:07:00
2008,1:27:56,03:21:52
2008,1:28:01,03:08:28
2008,1:28:01,02:57:56
2008,1:28:03,03:14:54
2008,1:28:07,03:19:23
2008,1:28:08,03:39:34
2008,1:28:15,03:39:43
2008,1:28:16,03:49:54
2008,1:28:16,03:19:41
2008,1:28:17,02:58:44
2008,1:28:18,03:18:49
2008,1:28:19,03:14:58
2008,1:28:20,03:21:04
2008,1:28:21,03:25:12
2008,1:28:22,03:22:46
2008,1:28:22,03:17:17
2008,1:28:23,03:27:49
2008,1:28:30,03:09:23
2008,1:28:33,03:32:59
2008,1:28:35,03:55:57
2008,1:28:40,03:19:38
2008,1:28:40,03:11:58
2008,1:28:41,03:16:12
2008,1:28:41,03:15:57
2008,1:28:41,03:16:27
2008,1:28:41,03:12:40
2008,1:28:42,03:11:36
2008,1:28:43,03:12:00
2008,1:28:44,03:03:04
2008,1:28:48,04:01:21
2008,1:28:51,03:27:17
2008,1:28:52,03:08:46
2008,1:28:53,03:52:32
2008,1:28:54,03:19:23
2008,1:28:54,02:56:49
2008,1:28:55,03:04:55
2008,1:28:55,03:07:05
2008,1:28:56,03:13:18
2008,1:28:56,03:23:32
2008,1:28:56,03:04:48
2008,1:28:57,03:20:01
2008,1:29:00,03:10:43
2008,1:29:01,03:13:12
2008,1:29:04,03:20:37
2008,1:29:04,03:17:14
2008,1:29:09,03:18:11
2008,1:29:10,03:13:10
2008,1:29:11,03:34:45
2008,1:29:11,03:19:18
2008,1:29:12,03:25:35
2008,1:29:13,03:07:22
2008,1:29:14,03:11:30
2008,1:29:15,03:23:41
2008,1:29:15,03:22:00
2008,1:29:15,03:17:33
2008,1:29:17,03:22:01
2008,1:29:17,02:54:22
2008,1:29:19,04:06:58
2008,1:29:19,02:58:45
2008,1:29:21,03:08:36
2008,1:29:23,03:46:29
2008,1:29:27,03:10:30
2008,1:29:28,03:24:17
2008,1:29:29,03:21:17
2008,1:29:30,03:17:07
2008,1:29:31,03:26:38
2008,1:29:31,03:24:50
2008,1:29:31,03:11:10
2008,1:29:34,03:08:58
2008,1:29:36,03:17:13
2008,1:29:36,03:10:14
2008,1:29:38,03:11:41
2008,1:29:40,03:16:09
2008,1:29:40,02:40:17
2008,1:29:41,03:18:10
2008,1:29:41,03:01:33
2008,1:29:42,03:09:28
2008,1:29:43,03:34:22
2008,1:29:43,03:09:55
2008,1:29:45,02:59:27
2008,1:29:47,03:33:50
2008,1:29:47,02:41:39
2008,1:29:48,04:20:10
2008,1:29:50,03:12:22
2008,1:29:52,03:34:33
2008,1:29:52,03:32:10
2008,1:29:52,03:13:06
2008,1:29:52,03:04:05
2008,1:29:56,03:25:44
2008,1:29:56,03:13:27
2008,1:29:58,03:19:28
2008,1:29:59,04:07:04
2008,1:29:59,03:19:32
2008,1:29:59,03:18:28
2008,1:30:01,03:23:45
2008,1:30:02,03:14:32
2008,1:30:03,03:18:34
2008,1:30:04,03:08:40
2008,1:30:09,03:15:11
2008,1:30:11,03:23:45
2008,1:30:12,03:20:00
2008,1:30:13,03:17:54
2008,1:30:15,03:25:22
2008,1:30:16,03:38:51
2008,1:30:17,03:10:19
2008,1:30:19,03:28:31
2008,1:30:21,03:13:13
2008,1:30:24,03:15:31
2008,1:30:24,03:11:46
2008,1:30:26,03:57:18
2008,1:30:28,03:10:28
2008,1:30:29,03:22:14
2008,1:30:30,03:13:11
2008,1:30:31,03:35:28
2008,1:30:32,03:16:49
2008,1:30:33,03:14:43
2008,1:30:33,03:11:45
2008,1:30:34,03:28:18
2008,1:30:34,03:16:13
2008,1:30:37,03:40:56
2008,1:30:37,03:20:37
2008,1:30:39,03:46:38
2008,1:30:40,03:33:31
2008,1:30:40,03:28:44
2008,1:30:40,03:11:15
2008,1:30:41,03:13:10
2008,1:30:42,03:26:19
2008,1:30:43,03:25:49
2008,1:30:43,03:13:17
2008,1:30:43,02:48:24
2008,1:30:50,03:28:36
2008,1:30:52,03:25:47
2008,1:30:53,03:49:58
2008,1:30:53,03:24:35
2008,1:30:53,03:12:35
2008,1:30:54,03:27:21
2008,1:30:55,03:21:51
2008,1:30:57,03:19:03
2008,1:30:57,03:19:06
2008,1:30:57,03:17:05
2008,1:30:57,03:15:32
2008,1:30:57,03:14:41
2008,1:30:59,03:24:22
2008,1:31:00,03:16:38
2008,1:31:01,03:31:37
2008,1:31:02,03:27:24
2008,1:31:04,03:16:35
2008,1:31:05,03:29:13
2008,1:31:05,03:20:06
2008,1:31:05,03:17:28
2008,1:31:05,03:13:39
2008,1:31:06,04:04:09
2008,1:31:06,03:12:29
2008,1:31:06,03:00:00
2008,1:31:07,03:29:55
2008,1:31:08,03:28:27
2008,1:31:10,03:25:09
2008,1:31:11,03:27:27
2008,1:31:11,03:10:27
2008,1:31:12,04:10:29
2008,1:31:12,04:01:03
2008,1:31:13,03:14:23
2008,1:31:15,03:11:38
2008,1:31:16,03:49:32
2008,1:31:17,04:13:41
2008,1:31:17,03:50:14
2008,1:31:17,03:13:35
2008,1:31:18,04:05:30
2008,1:31:18,03:48:20
2008,1:31:19,03:42:20
2008,1:31:19,03:06:19
2008,1:31:19,03:02:30
2008,1:31:20,03:19:05
2008,1:31:20,03:15:35
2008,1:31:21,03:25:43
2008,1:31:22,03:09:32
2008,1:31:23,03:19:24
2008,1:31:24,03:49:27
2008,1:31:25,03:17:33
2008,1:31:26,03:24:06
2008,1:31:27,03:12:12
2008,1:31:27,03:12:49
2008,1:31:29,04:10:09
2008,1:31:30,03:06:09
2008,1:31:31,03:39:26
2008,1:31:32,03:43:34
2008,1:31:32,03:22:55
2008,1:31:33,03:28:08
2008,1:31:33,03:25:06
2008,1:31:34,03:27:32
2008,1:31:35,03:28:12
2008,1:31:37,03:26:28
2008,1:31:37,03:14:52
2008,1:31:37,03:01:44
2008,1:31:38,03:25:23
2008,1:31:38,03:19:31
2008,1:31:40,03:11:30
2008,1:31:41,03:45:09
2008,1:31:44,03:33:07
2008,1:31:44,03:23:56
2008,1:31:45,03:40:46
2008,1:31:45,03:20:08
2008,1:31:46,03:43:00
2008,1:31:46,03:32:29
2008,1:31:47,03:53:09
2008,1:31:47,03:27:07
2008,1:31:47,03:09:58
2008,1:31:50,03:17:38
2008,1:31:52,04:22:25
2008,1:31:52,03:39:10
2008,1:31:52,03:07:56
2008,1:31:53,03:24:15
2008,1:31:53,03:16:42
2008,1:31:54,03:34:24
2008,1:31:54,03:18:05
2008,1:31:55,03:53:40
2008,1:31:56,03:35:07
2008,1:31:58,03:41:38
2008,1:31:58,03:30:08
2008,1:31:59,03:45:07
2008,1:31:59,03:15:14
2008,1:31:59,03:09:14
2008,1:32:01,03:36:14
2008,1:32:03,03:33:21
2008,1:32:03,03:28:47
2008,1:32:04,03:09:45
2008,1:32:05,03:48:02
2008,1:32:06,03:11:38
2008,1:32:07,03:29:21
2008,1:32:08,03:19:33
2008,1:32:08,03:17:17
2008,1:32:09,03:24:47
2008,1:32:09,03:20:19
2008,1:32:09,03:15:34
2008,1:32:09,03:14:28
2008,1:32:11,03:37:04
2008,1:32:11,03:24:02
2008,1:32:12,03:34:57
2008,1:32:14,03:43:45
2008,1:32:15,03:59:43
2008,1:32:15,03:19:36
2008,1:32:16,03:40:40
2008,1:32:17,03:35:08
2008,1:32:17,03:27:47
2008,1:32:17,03:12:40
2008,1:32:20,03:13:41
2008,1:32:23,03:23:54
2008,1:32:24,03:15:35
2008,1:32:25,03:27:01
2008,1:32:26,03:29:22
2008,1:32:26,03:04:50
2008,1:32:27,03:15:30
2008,1:32:28,03:24:29
2008,1:32:29,03:26:09
2008,1:32:30,03:16:20
2008,1:32:31,03:24:47
2008,1:32:31,03:14:31
2008,1:32:32,03:42:10
2008,1:32:32,03:24:15
2008,1:32:32,03:18:47
2008,1:32:34,03:44:23
2008,1:32:37,03:29:11
2008,1:32:37,03:18:32
2008,1:32:37,03:10:55
2008,1:32:38,03:25:25
2008,1:32:38,03:21:39
2008,1:32:38,03:19:06
2008,1:32:38,03:14:24
2008,1:32:38,03:09:01
2008,1:32:39,03:27:33
2008,1:32:41,03:55:12
2008,1:32:42,03:11:09
2008,1:32:44,03:26:06
2008,1:32:45,03:12:05
2008,1:32:46,03:29:22
2008,1:32:47,03:40:05
2008,1:32:48,03:27:51
2008,1:32:51,03:20:13
2008,1:32:52,03:27:23
2008,1:32:53,04:20:45
2008,1:32:53,03:09:49
2008,1:32:54,03:11:08
2008,1:32:56,03:34:02
2008,1:32:56,03:24:19
2008,1:32:57,03:31:52
2008,1:32:58,03:22:52
2008,1:33:00,03:15:59
2008,1:33:01,03:59:23
2008,1:33:05,03:28:04
2008,1:33:05,03:28:54
2008,1:33:05,03:24:11
2008,1:33:05,03:25:00
2008,1:33:06,03:14:32
2008,1:33:07,04:02:56
2008,1:33:07,03:38:01
2008,1:33:07,03:27:00
2008,1:33:08,03:32:27
2008,1:33:08,03:18:40
2008,1:33:09,03:52:46
2008,1:33:12,03:35:34
2008,1:33:15,03:57:51
2008,1:33:17,03:48:12
2008,1:33:17,03:22:35
2008,1:33:18,03:17:23
2008,1:33:19,03:27:11
2008,1:33:19,03:23:54
2008,1:33:19,03:20:03
2008,1:33:21,03:34:39
2008,1:33:21,03:31:44
2008,1:33:22,03:24:11
2008,1:33:25,03:21:18
2008,1:33:27,03:27:40
2008,1:33:28,03:17:28
2008,1:33:29,03:23:34
2008,1:33:29,03:18:11
2008,1:33:29,03:15:20
2008,1:33:31,03:28:54
2008,1:33:32,03:34:24
2008,1:33:32,03:21:57
2008,1:33:34,03:37:41
2008,1:33:34,03:19:22
2008,1:33:35,03:52:41
2008,1:33:35,03:45:56
2008,1:33:36,03:34:53
2008,1:33:36,03:10:34
2008,1:33:37,04:07:58
2008,1:33:41,04:15:04
2008,1:33:41,04:06:09
2008,1:33:42,03:40:04
2008,1:33:43,03:37:42
2008,1:33:43,03:32:57
2008,1:33:43,03:27:53
2008,1:33:43,03:18:14
2008,1:33:44,03:19:20
2008,1:33:45,03:19:21
2008,1:33:46,03:41:55
2008,1:33:46,03:29:26
2008,1:33:46,03:26:43
2008,1:33:46,03:17:15
2008,1:33:47,04:33:57
2008,1:33:49,03:29:58
2008,1:33:49,03:27:18
2008,1:33:49,03:21:02
2008,1:33:50,03:47:36
2008,1:33:50,03:45:14
2008,1:33:50,03:12:18
2008,1:33:51,03:29:33
2008,1:33:51,03:16:51
2008,1:33:52,03:18:27
2008,1:33:55,03:51:12
2008,1:33:55,03:39:54
2008,1:33:55,03:28:49
2008,1:33:55,03:19:27
2008,1:33:56,03:29:21
2008,1:33:57,04:00:25
2008,1:33:57,03:59:29
2008,1:33:57,03:29:44
2008,1:33:58,03:56:06
2008,1:33:58,03:46:11
2008,1:33:59,03:34:33
2008,1:33:59,03:29:07
2008,1:33:59,03:24:51
2008,1:34:00,03:59:03
2008,1:34:01,03:59:31
2008,1:34:01,03:41:48
2008,1:34:02,03:32:49
2008,1:34:02,03:27:48
2008,1:34:02,03:28:50
2008,1:34:02,02:59:57
2008,1:34:07,03:26:29
2008,1:34:07,03:20:35
2008,1:34:08,04:41:53
2008,1:34:08,03:48:27
2008,1:34:08,03:29:19
2008,1:34:08,03:21:47
2008,1:34:09,03:36:55
2008,1:34:09,03:26:06
2008,1:34:10,03:41:37
2008,1:34:10,03:29:34
2008,1:34:11,03:52:30
2008,1:34:11,03:17:32
2008,1:34:14,03:28:36
2008,1:34:14,03:23:43
2008,1:34:15,03:12:31
2008,1:34:19,03:39:28
2008,1:34:19,03:31:47
2008,1:34:19,03:27:28
2008,1:34:20,03:27:52
2008,1:34:21,03:44:25
2008,1:34:21,03:44:11
2008,1:34:23,03:25:50
2008,1:34:23,03:23:18
2008,1:34:23,03:21:40
2008,1:34:23,03:17:57
2008,1:34:24,03:51:42
2008,1:34:24,03:31:10
2008,1:34:24,03:29:19
2008,1:34:24,03:19:30
2008,1:34:25,03:47:16
2008,1:34:25,03:29:57
2008,1:34:26,03:29:40
2008,1:34:26,03:28:44
2008,1:34:26,03:12:24
2008,1:34:27,04:00:11
2008,1:34:27,03:51:09
2008,1:34:28,03:34:19
2008,1:34:29,03:29:21
2008,1:34:31,03:28:06
2008,1:34:32,03:39:08
2008,1:34:32,03:37:59
2008,1:34:32,03:23:17
2008,1:34:33,03:52:30
2008,1:34:33,03:29:04
2008,1:34:33,03:26:04
2008,1:34:33,03:23:51
2008,1:34:33,03:07:23
2008,1:34:34,03:30:45
2008,1:34:35,03:29:17
2008,1:34:35,03:23:10
2008,1:34:35,03:22:50
2008,1:34:37,03:54:38
2008,1:34:37,03:32:09
2008,1:34:37,03:33:06
2008,1:34:37,03:27:20
2008,1:34:38,03:29:43
2008,1:34:39,03:31:10
2008,1:34:40,03:52:59
2008,1:34:42,03:27:45
2008,1:34:42,03:23:04
2008,1:34:43,03:44:13
2008,1:34:45,03:47:26
2008,1:34:46,03:28:45
2008,1:34:47,03:49:57
2008,1:34:47,03:40:22
2008,1:34:47,03:30:57
2008,1:34:48,03:54:22
2008,1:34:48,03:41:10
2008,1:34:48,03:27:57
2008,1:34:48,03:18:07
2008,1:34:50,03:37:25
2008,1:34:50,03:38:21
2008,1:34:51,03:28:01
2008,1:34:51,03:24:33
2008,1:34:51,03:13:51
2008,1:34:52,03:27:06
2008,1:34:53,03:55:21
2008,1:34:53,03:48:00
2008,1:34:53,03:45:13
2008,1:34:53,03:36:00
2008,1:34:54,03:42:38
2008,1:34:56,04:03:28
2008,1:34:56,03:36:15
2008,1:34:56,03:27:48
2008,1:34:57,03:40:21
2008,1:34:57,03:47:48
2008,1:34:59,03:38:41
2008,1:34:59,03:27:01
2008,1:35:00,03:46:18
2008,1:35:00,03:43:29
2008,1:35:01,03:15:09
2008,1:35:02,04:43:34
2008,1:35:02,03:46:59
2008,1:35:05,03:41:54
2008,1:35:08,03:47:23
2008,1:35:08,03:43:37
2008,1:35:08,03:41:49
2008,1:35:09,03:26:48
2008,1:35:10,03:26:15
2008,1:35:10,03:19:14
2008,1:35:11,03:28:46
2008,1:35:11,03:27:51
2008,1:35:11,03:23:52
2008,1:35:12,03:47:08
2008,1:35:12,03:29:19
2008,1:35:12,03:26:53
2008,1:35:12,03:20:40
2008,1:35:13,03:47:10
2008,1:35:14,03:39:27
2008,1:35:14,03:37:57
2008,1:35:14,03:26:21
2008,1:35:14,03:14:08
2008,1:35:15,03:28:18
2008,1:35:16,03:25:06
2008,1:35:18,03:28:59
2008,1:35:18,03:21:55
2008,1:35:20,03:43:47
2008,1:35:21,03:41:36
2008,1:35:21,03:38:03
2008,1:35:21,03:30:53
2008,1:35:21,03:27:01
2008,1:35:22,03:28:35
2008,1:35:23,03:55:27
2008,1:35:23,03:27:45
2008,1:35:24,03:56:39
2008,1:35:25,03:30:20
2008,1:35:26,03:18:35
2008,1:35:28,03:39:49
2008,1:35:29,03:59:54
2008,1:35:31,03:42:50
2008,1:35:31,03:31:34
2008,1:35:32,04:02:21
2008,1:35:32,03:52:12
2008,1:35:32,03:28:38
2008,1:35:33,04:14:28
2008,1:35:33,03:13:57
2008,1:35:34,03:25:18
2008,1:35:34,03:12:11
2008,1:35:35,03:47:52
2008,1:35:35,03:41:11
2008,1:35:35,03:31:53
2008,1:35:37,04:06:37
2008,1:35:37,03:38:45
2008,1:35:39,04:04:20
2008,1:35:39,03:33:33
2008,1:35:43,03:41:22
2008,1:35:43,03:38:26
2008,1:35:44,03:32:55
2008,1:35:46,03:44:37
2008,1:35:46,03:40:30
2008,1:35:50,03:24:50
2008,1:35:50,03:30:52
2008,1:35:51,03:42:36
2008,1:35:51,03:28:24
2008,1:35:53,03:34:27
2008,1:35:53,03:10:32
2008,1:35:55,03:29:44
2008,1:35:57,03:21:07
2008,1:35:58,03:54:16
2008,1:35:58,03:19:45
2008,1:35:59,03:37:49
2008,1:36:00,03:27:57
2008,1:36:01,03:14:52
2008,1:36:03,04:04:06
2008,1:36:05,04:07:48
2008,1:36:05,03:36:09
2008,1:36:05,03:32:17
2008,1:36:07,03:29:30
2008,1:36:08,03:36:57
2008,1:36:08,03:30:16
2008,1:36:08,03:12:21
2008,1:36:09,03:28:57
2008,1:36:11,03:46:55
2008,1:36:12,03:49:11
2008,1:36:12,03:29:47
2008,1:36:15,03:39:17
2008,1:36:15,03:36:34
2008,1:36:16,03:27:48
2008,1:36:16,03:20:17
2008,1:36:17,03:22:43
2008,1:36:18,04:22:09
2008,1:36:18,03:49:14
2008,1:36:19,03:35:33
2008,1:36:20,04:05:55
2008,1:36:20,03:53:08
2008,1:36:21,03:37:57
2008,1:36:21,03:32:44
2008,1:36:22,03:27:08
2008,1:36:23,03:29:20
2008,1:36:23,03:26:26
2008,1:36:24,03:48:34
2008,1:36:24,03:31:44
2008,1:36:25,03:44:42
2008,1:36:25,03:24:36
2008,1:36:25,03:25:06
2008,1:36:26,03:29:14
2008,1:36:27,03:27:53
2008,1:36:29,04:09:40
2008,1:36:29,03:49:22
2008,1:36:29,03:40:36
2008,1:36:30,03:46:29
2008,1:36:31,04:15:25
2008,1:36:31,03:38:36
2008,1:36:31,03:33:11
2008,1:36:33,04:15:45
2008,1:36:35,03:15:50
2008,1:36:36,03:38:38
2008,1:36:36,03:28:10
2008,1:36:37,03:58:05
2008,1:36:37,03:35:22
2008,1:36:37,03:23:11
2008,1:36:41,03:30:48
2008,1:36:41,03:29:53
2008,1:36:44,03:50:33
2008,1:36:46,03:48:10
2008,1:36:46,03:25:29
2008,1:36:48,03:39:24
2008,1:36:49,03:30:14
2008,1:36:51,03:40:55
2008,1:36:52,04:25:50
2008,1:36:52,03:50:26
2008,1:36:52,03:48:52
2008,1:36:52,03:41:38
2008,1:36:52,03:30:38
2008,1:36:54,04:23:59
2008,1:36:54,03:35:40
2008,1:36:54,03:33:04
2008,1:36:54,03:34:06
2008,1:36:55,03:47:20
2008,1:36:55,03:35:12
2008,1:36:55,03:21:18
2008,1:36:56,03:39:55
2008,1:36:56,03:30:22
2008,1:36:57,04:39:36
2008,1:36:57,04:22:23
2008,1:36:57,03:53:27
2008,1:36:57,03:37:57
2008,1:36:57,03:19:49
2008,1:36:58,03:43:13
2008,1:36:58,03:40:32
2008,1:36:59,03:52:05
2008,1:37:00,03:25:44
2008,1:37:01,03:31:19
2008,1:37:03,03:19:52
2008,1:37:04,03:39:57
2008,1:37:05,03:51:45
2008,1:37:05,03:27:59
2008,1:37:06,03:41:33
2008,1:37:07,03:52:30
2008,1:37:07,03:49:54
2008,1:37:07,03:35:56
2008,1:37:08,03:40:28
2008,1:37:08,03:43:42
2008,1:37:09,03:36:35
